state,district_name,agro_climatic_zone,drought_prone_flag,flood_prone_flag,aspirational_district_flag,state_rural_poverty_rate_pct,state_irrigation_coverage_pct,state_avg_landholding_ha
Tamil Nadu,Nilgiris,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Perambalur,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Pudukkottai,East Coast Plains and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Ramanathapuram,East Coast Plains and Hills Region,1,0,1,2.2,63.1,0.75
Tamil Nadu,Ranipet,East Coast Plains and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Salem,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Sivaganga,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Tenkasi,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Thanjavur,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Theni,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Thoothukudi (Tuticorin),East Coast Plains and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Tiruchirappalli,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Tirunelveli,East Coast Plains and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Tirupathur,East Coast Plains and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Tiruppur,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Tiruvallur,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Tiruvannamalai,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Tiruvarur,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Vellore,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Viluppuram,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Virudhunagar,Southern Plateau and Hills Region,1,0,1,2.2,63.1,0.75
Telangana,Adilabad,Southern Plateau and Hills Region,1,0,1,7.5,52.3,1.0
Telangana,Bhadradri Kothagudem,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Hanumakonda,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Hyderabad,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Jagtial,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Jangaon,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Jayashankar Bhupalpally,Southern Plateau and Hills Region,0,0,1,7.5,52.3,1.0
Telangana,Jogulamba Gadwal,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Kamareddy,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Karimnagar,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Khammam,Southern Plateau and Hills Region,0,0,1,7.5,52.3,1.0
Telangana,Komaram Bheem Asifabad,Southern Plateau and Hills Region,0,0,1,7.5,52.3,1.0
Telangana,Mahabubabad,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Mahabubnagar,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Mancherial,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Medak,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Medchal-Malkajgiri,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Mulugu,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Nagarkurnool,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Nalgonda,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Narayanpet,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Nirmal,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Nizamabad,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Peddapalli,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Rajanna Sircilla,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Rangareddy,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Sangareddy,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Siddipet,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Suryapet,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Vikarabad,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Wanaparthy,Southern Plateau and Hills Region,1,0,0,7.5,52.3,1.0
Telangana,Warangal,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Telangana,Yadadri Bhuvanagiri,Southern Plateau and Hills Region,0,0,0,7.5,52.3,1.0
Tripura,Dhalai,Eastern Himalayan Region,0,0,1,16.3,23.3,0.49
Tripura,Gomati,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Tripura,Khowai,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Tripura,North Tripura,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Tripura,Sepahijala,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Tripura,South Tripura,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Tripura,Unakoti,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Tripura,West Tripura,Eastern Himalayan Region,0,0,0,16.3,23.3,0.49
Uttar Pradesh,Agra,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Aligarh,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Ambedkar Nagar,Middle Gangetic Plains Region,0,0,1,26.43,84.8,0.73
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar),Middle Gangetic Plains Region,0,0,1,26.43,84.8,0.73
Uttar Pradesh,Amroha (J.P. Nagar),Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Auraiya,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Ayodhya,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Azamgarh,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Baghpat,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Bahraich,Middle Gangetic Plains Region,0,1,1,26.43,84.8,0.73
Uttar Pradesh,Ballia,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Balrampur,Middle Gangetic Plains Region,0,1,1,26.43,84.8,0.73
Uttar Pradesh,Banda,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Barabanki,Upper Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Bareilly,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Basti,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Bhadohi,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Bijnor,Upper Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Budaun,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Bulandshahr,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Chandauli,Middle Gangetic Plains Region,0,1,1,26.43,84.8,0.73
Uttar Pradesh,Chitrakoot,Central Plateau and Hills Region,1,0,1,26.43,84.8,0.73
Uttar Pradesh,Deoria,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Etah,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Etawah,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Farrukhabad,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Fatehpur,Upper Gangetic Plains Region,0,0,1,26.43,84.8,0.73
Uttar Pradesh,Firozabad,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Gautam Buddha Nagar,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Ghaziabad,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Ghazipur,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Gonda,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Gorakhpur,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Hamirpur,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Hapur (Panchsheel Nagar),Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Hardoi,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Hathras,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Jalaun,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Jaunpur,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Jhansi,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Kannauj,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Kanpur Dehat,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Kanpur Nagar,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Kasganj,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Kaushambi,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Kheri,Upper Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Kushinagar (Padrauna),Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Lalitpur,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Lucknow,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Maharajganj,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Mahoba,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Mainpuri,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Mathura,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Mau,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Meerut,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Mirzapur,Central Plateau and Hills Region,1,0,0,26.43,84.8,0.73
Uttar Pradesh,Moradabad,Upper Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Muzaffarnagar,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Pilibhit,Upper Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Pratapgarh,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Prayagraj,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Raebareli,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Rampur,Upper Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Saharanpur,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Sambhal (Bhim Nagar),Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Sant Kabir Nagar,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Shahjahanpur,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Shamali (Prabuddh Nagar),Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Shravasti,Middle Gangetic Plains Region,0,1,1,26.43,84.8,0.73
Uttar Pradesh,Siddharth Nagar,Middle Gangetic Plains Region,0,1,1,26.43,84.8,0.73
Uttar Pradesh,Sitapur,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Sonbhadra,Central Plateau and Hills Region,1,0,1,26.43,84.8,0.73
Uttar Pradesh,Sultanpur,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttar Pradesh,Unnao,Upper Gangetic Plains Region,0,0,0,26.43,84.8,0.73
Uttar Pradesh,Varanasi,Middle Gangetic Plains Region,0,1,0,26.43,84.8,0.73
Uttarakhand,Almora,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Bageshwar,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Chamoli,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Champawat,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Dehradun,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Haridwar,Western Himalayan Region,0,0,1,10.8,42.9,0.85
Uttarakhand,Nainital,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Pauri Garhwal,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Pithoragarh,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Rudraprayag,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Tehri Garhwal,Western Himalayan Region,0,0,0,10.8,42.9,0.85
Uttarakhand,Udham Singh Nagar,Western Himalayan Region,0,0,1,10.8,42.9,0.85
Uttarakhand,Uttarkashi,Western Himalayan Region,0,0,0,10.8,42.9,0.85
West Bengal,Alipurduar,Eastern Himalayan Region,0,1,0,11.9,48.2,0.76
West Bengal,Bankura,Lower Gangetic Plains Region,0,0,0,11.9,48.2,0.76
West Bengal,Birbhum,Lower Gangetic Plains Region,0,0,1,11.9,48.2,0.76
West Bengal,Cooch Behar,Eastern Himalayan Region,0,1,0,11.9,48.2,0.76
West Bengal,Dakshin Dinajpur (South Dinajpur),Lower Gangetic Plains Region,0,1,1,11.9,48.2,0.76
West Bengal,Darjeeling,Eastern Himalayan Region,0,0,0,11.9,48.2,0.76
West Bengal,Hooghly,Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
West Bengal,Howrah,Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
West Bengal,Jalpaiguri,Eastern Himalayan Region,0,1,0,11.9,48.2,0.76
West Bengal,Jhargram,Lower Gangetic Plains Region,0,0,0,11.9,48.2,0.76
West Bengal,Kalimpong,Eastern Himalayan Region,0,0,0,11.9,48.2,0.76
West Bengal,Kolkata,Lower Gangetic Plains Region,0,0,0,11.9,48.2,0.76
West Bengal,Malda,Lower Gangetic Plains Region,0,1,1,11.9,48.2,0.76
West Bengal,Murshidabad,Lower Gangetic Plains Region,0,1,1,11.9,48.2,0.76
West Bengal,Nadia,Lower Gangetic Plains Region,0,1,1,11.9,48.2,0.76
West Bengal,North 24 Parganas,Lower Gangetic Plains Region,0,1,1,11.9,48.2,0.76
West Bengal,Paschim Bardhaman (West Bardhaman),Lower Gangetic Plains Region,0,0,0,11.9,48.2,0.76
West Bengal,Paschim Medinipur (West Medinipur),Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
West Bengal,Purba Bardhaman (East Bardhaman),Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
West Bengal,Purba Medinipur (East Medinipur),Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
West Bengal,Purulia,Lower Gangetic Plains Region,0,0,0,11.9,48.2,0.76
West Bengal,South 24 Parganas,Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
West Bengal,Uttar Dinajpur (North Dinajpur),Lower Gangetic Plains Region,0,1,0,11.9,48.2,0.76
Andaman and Nicobar Islands (UT),Nicobar,Islands Region,0,0,0,2.8,1.5,1.78
Andaman and Nicobar Islands (UT),North and Middle Andaman,Islands Region,0,0,0,2.8,1.5,1.78
Andaman and Nicobar Islands (UT),South Andaman,Islands Region,0,0,0,2.8,1.5,1.78
